x,y,z
2.73,-25.165,-14.5075
-19.27625,10.31625,-17.15875
-50.00625,14.9800005,-19.92375
-0.026250001,14.7175,-16.38875
9.70375,5.57375,-13.46625
10.85,-4.6025,-17.815
-12.215,1.6800001,-12.73125
-21.5075,3.05375,-7.0
-11.3925,-0.74375,-10.77125
-20.5625,-1.295,-18.8475
-12.41625,-8.26,-20.09
22.23375,-12.3550005,-5.5212502
39.62875,-5.90625,-8.4
27.3525,-1.6625,-10.0625
-1.2775,7.7875,-24.00125
2.7475,17.64,-10.29875
3.0887501,7.41125,-19.22375
8.3825,5.81,-23.02125
14.28875,9.345,-24.955
26.5125,4.8825,-21.6125
23.12625,-12.9325,-18.75125
-11.71625,-2.33625,-51.1175
-32.9525,22.79375,-24.395
-29.61,15.4875,-25.935
0.21000001,16.00375,-31.07125
2.87875,16.89625,-33.24125
-28.91,8.3125,-37.1875
-11.57625,0.1925,-17.185
-9.905,-2.52,-22.19875
-18.165,-11.12125,-30.00375
-11.1475,-34.09,-31.98125
-11.1475,-34.09,-31.98125
-0.53375,-21.0175,-21.98875
